location,date,violation_count,anomaly
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-28,2,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-29,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-01,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-02,3,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-03,2,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-05,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-09,4,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-10,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-13,3,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-14,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-15,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-16,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-17,2,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-18,4,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-19,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-20,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-21,8,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-22,2,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-28,4,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-29,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-30,2,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-31,4,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-02,4,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-03,5,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-04,1,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-05,5,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-06,3,1
"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-07,1,1
"1st Main Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",2024-02-15,2,1
"1st Main Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",2024-04-08,4,1
"1st Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-01-22,1,1
"1st Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-01-26,1,1
"1st Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-02-06,4,1
"1st Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-02-11,1,1
"1st Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-02-15,2,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-01,7,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-03,1,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-07,1,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-08,1,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-20,1,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-21,1,1
"1st Main Road, Manjunathanagara New Extension, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",2024-02-17,1,1
"1st Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-25,1,1
"1st Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-26,1,1
"1st Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-29,1,1
"1st Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-04-02,1,1
"1st Main Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-22,1,1
"1st Main Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-31,2,1
"1st Main Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-23,2,1
"1st Main Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-03-03,2,1
"1st Main Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-04-03,1,1
"1st Main Road, Maruthi Layout, Gayatri Nagar, Bengaluru, Karnataka. Pin-560021 (India)",2024-04-06,2,1
"1st Main Road, Mattadahalli, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",2024-03-27,1,1
"1st Main Road, Mother Dairy Circle, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",2024-01-13,1,1
"1st Main Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-02-10,1,1
"1st Main Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-03-03,1,1
"1st Main Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-03-08,1,1
"1st Main Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-03-17,2,1
"1st Main Road, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",2024-02-21,1,1
"1st Main Road, NR Garden, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-03-22,1,1
"1st Main Road, NS Palya Industrial Area, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",2024-02-29,1,1
"1st Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-09,1,1
"1st Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-29,1,1
"1st Main Road, Nanjappa Extension, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-28,2,1
"1st Main Road, Nanjundeshwara Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2024-04-01,1,1
"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",2024-01-24,1,1
"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",2024-04-05,2,1
"1st Main Road, New Income Tax Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-28,2,1
"1st Main Road, Nitesh Caesars Palace, BCMC Layout, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)",2024-04-07,1,1
"1st Main Road, Nitesh Central Park, Vinayak Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",2024-02-07,1,1
"1st Main Road, Oddarapalya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",2024-03-04,1,1
"1st Main Road, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-02-19,1,1
"1st Main Road, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-04-01,1,1
"1st Main Road, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-04-03,1,1
"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-02-23,1,1
"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-03-05,1,1
"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-03-18,5,1
"1st Main Road, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",2024-01-24,1,1
"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-02-07,1,1
"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-02-23,5,1
"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-02-24,17,1
"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-02-28,1,1
"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-03-13,1,1
"1st Main Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2024-03-16,1,1
"1st Main Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2024-02-01,1,1
"1st Main Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",2024-03-20,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2023-11-18,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-12,3,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-01,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-02,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-07,3,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-09,6,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-10,3,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-11,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-12,11,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-14,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-15,13,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-16,2,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-17,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-18,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-19,26,-1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-20,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-22,7,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-23,3,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-25,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-29,6,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-02,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-05,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-06,8,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-09,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-10,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-12,4,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-16,19,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-30,1,1
"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-04-01,1,1
"1st Main Road, Prakash Pride Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-03-12,1,1
"1st Main Road, Prakash Pride Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-03-30,1,1
"1st Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",2024-04-03,2,1
"1st Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2023-11-29,2,1
"1st Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-03-18,1,1
"1st Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-03-20,1,1
"1st Main Road, Prestige St Johns Wood, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-01-30,1,1
"1st Main Road, RMV, Bengaluru, Karnataka. Pin-560094 (India)",2024-02-10,1,1
"1st Main Road, Railway Colony, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",2024-02-23,6,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-11-25,3,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-11-26,3,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-11-27,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-11-30,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-12-02,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-12-04,4,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-07,12,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-23,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-22,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-26,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-28,1,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-02,4,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-04-07,4,1
"1st Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",2024-03-01,2,1
"1st Main Road, Rajajinagara 1st R Block, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",2024-03-07,1,1
"1st Main Road, Rajyotsava Nagar, Stage 2, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560111 (India)",2024-02-18,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-01-13,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-01-22,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-01-26,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-05,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-14,2,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-21,2,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-25,3,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-27,2,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-01,8,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-07,8,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-12,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-18,4,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-21,6,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-22,10,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-27,1,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-28,5,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-04-02,4,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-04-05,2,1
"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-04-07,14,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-02,1,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-09,6,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-11,1,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-16,2,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-04-02,2,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-04-04,1,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-04-07,1,1
"1st Main Road, Rathod Vatika, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-01,2,1
"1st Main Road, Rathod Vatika, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-02,2,1
"1st Main Road, Rathod Vatika, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-25,1,1
"1st Main Road, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-02-08,3,1
"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-01-21,1,1
"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-28,1,1
"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-29,1,1
"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-04-03,24,-1
"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-04-06,28,-1
"1st Main Road, Roshni Tech Hub, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-24,1,1
"1st Main Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-03-30,1,1
"1st Main Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-01-31,1,1
"1st Main Road, SR Dinne, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",2024-01-29,1,1
"1st Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2024-02-24,1,1
"1st Main Road, Sabari Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",2024-02-09,1,1
"1st Main Road, Sabari Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",2024-03-02,1,1
"1st Main Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-02-01,2,1
"1st Main Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-02-11,4,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-01-09,1,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-01-12,1,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-01-17,1,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-02-02,1,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-03-21,1,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-04-01,3,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-04-02,2,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-04-03,3,1
"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2024-04-04,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-11-29,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2023-11-30,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-01-23,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-01-24,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-01-30,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-01-31,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-01,13,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-02,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-03,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-06,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-08,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-09,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-14,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-15,5,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-16,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-17,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-19,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-21,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-22,2,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-23,3,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-24,20,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-25,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-28,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-29,5,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-01,1,1
"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-03-03,2,1
